127.0.0.1 - - [09/Jun/2014:15:45:26 +0900] "GET /v0.1.999.999//manifest.json HTTP/1.1" 200 29685 "-" "-"
127.0.0.1 - - [09/Jun/2014:15:48:22 +0900] "GET / HTTP/1.1" 200 394 "-" "-"
127.0.0.1 - - [09/Jun/2014:15:48:28 +0900] "GET /v0.1.999.999//manifest.json HTTP/1.1" 200 29685 "-" "-"
127.0.0.1 - - [09/Jun/2014:16:48:38 +0900] "GET / HTTP/1.1" 200 394 "-" "-"
127.0.0.1 - - [09/Jun/2014:16:49:04 +0900] "GET /v0.1.999.999//manifest.json HTTP/1.1" 200 29685 "-" "-"
127.0.0.1 - - [09/Jun/2014:16:50:25 +0900] "GET /v0.1.999.999//CHA_HERO_BARBARIAN_DLC_TEMPLATE_T1_B.anim.json HTTP/1.1" 200 122871 "-" "-"
127.0.0.1 - - [09/Jun/2014:16:56:14 +0900] "GET / HTTP/1.1" 200 394 "-" "-"
127.0.0.1 - - [09/Jun/2014:16:56:21 +0900] "GET /v0.1.999.999//manifest.json HTTP/1.1" 200 29685 "-" "-"
127.0.0.1 - - [09/Jun/2014:16:56:29 +0900] "GET /v0.1.999.999//CHA_HERO_BARBARIAN_DLC_TEMPLATE_T1_B.anim.json HTTP/1.1" 200 122871 "-" "-"
127.0.0.1 - - [09/Jun/2014:16:56:37 +0900] "GET /v0.1.999.999//CHA_HERO_BARBARIAN_T1_B.anim.json HTTP/1.1" 200 239331 "-" "-"
127.0.0.1 - - [09/Jun/2014:16:56:47 +0900] "GET /v0.1.999.999//CHA_HERO_BARBARIAN_T1_F.anim.json HTTP/1.1" 200 259045 "-" "-"
127.0.0.1 - - [09/Jun/2014:16:56:48 +0900] "GET /v0.1.999.999//CHA_HERO_BARBARIAN_T2_B.anim.json HTTP/1.1" 200 51367 "-" "-"
127.0.0.1 - - [09/Jun/2014:16:56:50 +0900] "GET /v0.1.999.999//CHA_HERO_BARBARIAN_T2_F.anim.json HTTP/1.1" 200 49544 "-" "-"
127.0.0.1 - - [09/Jun/2014:16:56:51 +0900] "GET /v0.1.999.999//CHA_HERO_BARBARIAN_T3_B.anim.json HTTP/1.1" 200 51365 "-" "-"
127.0.0.1 - - [09/Jun/2014:16:56:52 +0900] "GET /v0.1.999.999//CHA_HERO_BARBARIAN_T3_F.anim.json HTTP/1.1" 200 49543 "-" "-"
127.0.0.1 - - [09/Jun/2014:16:56:53 +0900] "GET /v0.1.999.999//CHA_HERO_PRINCESS_T1_B.anim.json HTTP/1.1" 200 295802 "-" "-"
127.0.0.1 - - [09/Jun/2014:16:56:54 +0900] "GET /v0.1.999.999//CHA_HERO_PRINCESS_T1_F.anim.json HTTP/1.1" 200 388686 "-" "-"
127.0.0.1 - - [09/Jun/2014:16:56:55 +0900] "GET /v0.1.999.999//CHA_HERO_PRINCESS_T2_B.anim.json HTTP/1.1" 200 37285 "-" "-"
127.0.0.1 - - [09/Jun/2014:16:56:56 +0900] "GET /v0.1.999.999//CHA_HERO_PRINCESS_T2_F.anim.json HTTP/1.1" 200 56561 "-" "-"
127.0.0.1 - - [09/Jun/2014:16:56:57 +0900] "GET /v0.1.999.999//CHA_HERO_PRINCESS_T3_B.anim.json HTTP/1.1" 200 42643 "-" "-"
127.0.0.1 - - [09/Jun/2014:16:56:58 +0900] "GET /v0.1.999.999//CHA_HERO_PRINCESS_T3_F.anim.json HTTP/1.1" 200 66389 "-" "-"
127.0.0.1 - - [09/Jun/2014:16:56:58 +0900] "GET /v0.1.999.999//CHA_HERO_PROPHET_T1_B.anim.json HTTP/1.1" 200 129109 "-" "-"
127.0.0.1 - - [09/Jun/2014:16:56:59 +0900] "GET /v0.1.999.999//CHA_HERO_PROPHET_T1_F.anim.json HTTP/1.1" 200 139122 "-" "-"
127.0.0.1 - - [09/Jun/2014:16:57:00 +0900] "GET /v0.1.999.999//CHA_HERO_PROPHET_T2_B.anim.json HTTP/1.1" 200 108344 "-" "-"
127.0.0.1 - - [09/Jun/2014:16:57:00 +0900] "GET /v0.1.999.999//CHA_HERO_PROPHET_T2_F.anim.json HTTP/1.1" 200 44411 "-" "-"
127.0.0.1 - - [09/Jun/2014:16:57:01 +0900] "GET /v0.1.999.999//CHA_HERO_PROPHET_T3_B.anim.json HTTP/1.1" 200 110071 "-" "-"
127.0.0.1 - - [09/Jun/2014:16:57:02 +0900] "GET /v0.1.999.999//CHA_HERO_PROPHET_T3_F.anim.json HTTP/1.1" 200 46759 "-" "-"
